Object Number,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
7.101,TRUE,FALSE,10913,763,The American Wing,1907,Bust,Ralph Waldo Emerson,American,,,,,16190,Artist, ,Daniel Chester French,"American, Exeter, New Hampshire 1850–1931 Stockbridge, Massachusetts", ,"French, Daniel Chester",American,1850,1931,,http://vocab.getty.edu/page/ulan/500009434,https://www.wikidata.org/wiki/Q720910,1879; cast 1906–7,1879,1907,Bronze,22 1/2 x 10 1/4 x 9 in. (57.2 x 26 x 22.9 cm),"Gift of the artist, 1907",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10913,https://www.wikidata.org/wiki/Q83560177,,"Metropolitan Museum of Art, New York, NY",Authors|Men|Portraits,http://vocab.getty.edu/page/aat/300025492|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q482980|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
15.30.62,TRUE,TRUE,10946,761,The American Wing,1915,Painting,A Gorge in the Mountains (Kauterskill Clove),American,,,,,254,Artist, ,Sanford Robinson Gifford,"Greenfield, New York 1823–1880 New York, New York", ,"Gifford, Sanford Robinson",American,1823,1880,,http://vocab.getty.edu/page/ulan/500019147,https://www.wikidata.org/wiki/Q615161,1862,1862,1862,Oil on canvas,48 x 39 7/8 in. (121.9 x 101.3 cm),"Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10946,https://www.wikidata.org/wiki/Q20169888,,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes,http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
95.14.123,FALSE,TRUE,10956,,The American Wing,1895,"Painting, miniature",Gilbert Stuart,American,,,,,255,Artist, ,Sarah Goodridge,1788–1853, ,"Goodridge, Sarah",American,1788,1853,Female,http://vocab.getty.edu/page/ulan/500022221,https://www.wikidata.org/wiki/Q7422343,ca. 1825,1822,1825,Watercolor on ivory,3 21/32 x 2 3/4 in. (9.3 x 7 cm),"The Moses Lazarus Collection, Gift of Josephine and Sarah Lazarus, in memory of their father, 1888-95",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10956,https://www.wikidata.org/wiki/Q19923930,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
1970.193,FALSE,FALSE,10978,763,The American Wing,1970,Painting,A Bachelor's Drawer,American,,,,,256,Artist, ,John Haberle,1856–1933, ,"Haberle, John",American,1856,1933,,http://vocab.getty.edu/page/ulan/500003053,https://www.wikidata.org/wiki/Q1700340,1890–94,1890,1894,Oil on canvas,20 x 36 in. (50.8 x 91.4 cm),"Purchase, Henry R. Luce Gift, 1970",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10978,https://www.wikidata.org/wiki/Q19923761,,"Metropolitan Museum of Art, New York, NY",Still Life|Trompe-l'Oeil|Playing Cards,http://vocab.getty.edu/page/aat/300015638|http://vocab.getty.edu/page/aat/300056506|http://vocab.getty.edu/page/aat/300211294,https://www.wikidata.org/wiki/Q170571|https://www.wikidata.org/wiki/Q468930|https://www.wikidata.org/wiki/Q47883
66.142,FALSE,TRUE,10983,,The American Wing,1966,Watercolor,Beach Scene,American,,,,,16458,Artist, ,James Hamilton,"American (born Ireland), Entrien 1819–1878 San Francisco, California", ,"Hamilton, James","American, born Ireland",1819,1878,,http://vocab.getty.edu/page/ulan/500006724,https://www.wikidata.org/wiki/Q20127413,ca. 1865,1862,1868,Watercolor and gouache on off-white wove paper,11 7/8 x 15 3/4 in. (30.2 x 40 cm),"Rogers Fund, 1966",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10983,https://www.wikidata.org/wiki/Q19924872,,"Metropolitan Museum of Art, New York, NY",Beaches|Seascapes|Ships,http://vocab.getty.edu/page/aat/300008816|http://vocab.getty.edu/page/aat/300117546|http://vocab.getty.edu/page/aat/300082981,https://www.wikidata.org/wiki/Q40080|https://www.wikidata.org/wiki/Q158607|https://www.wikidata.org/wiki/Q11446
63.85,FALSE,TRUE,10997,763,The American Wing,1963,Painting,Still Life—Violin and Music,American,,,,,257,Artist, ,William Michael Harnett,1848–1892, ,"Harnett, William Michael",American,1848,1892,,http://vocab.getty.edu/page/ulan/500032464,https://www.wikidata.org/wiki/Q935186,1888,1888,1888,Oil on canvas,40 x 30 in. (101.6 x 76.2 cm),"Catharine Lorillard Wolfe Collection, Wolfe Fund, 1963",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10997,https://www.wikidata.org/wiki/Q19924658,,"Metropolitan Museum of Art, New York, NY",Music|Flutes|Violins|Still Life,http://vocab.getty.edu/page/aat/300435214|http://vocab.getty.edu/page/aat/300042513|http://vocab.getty.edu/page/aat/300042215|http://vocab.getty.edu/page/aat/300015638,https://www.wikidata.org/wiki/Q638|https://www.wikidata.org/wiki/Q11405|https://www.wikidata.org/wiki/Q8355|https://www.wikidata.org/wiki/Q170571
63.201.1,FALSE,TRUE,11040,751,The American Wing,1963,Painting,Molly Wales Fobes,American,,,,,258,Artist, ,Rufus Hathaway,1770–1822, ,"Hathaway, Rufus",American,1770,1822,,http://vocab.getty.edu/page/ulan/500022409,https://www.wikidata.org/wiki/Q3452796,1790,1790,1790,Oil on canvas,34 1/4 x 32 in. (86.6 x 81.3 cm),"Gift of Edgar William and Bernice Chrysler Garbisch, 1963",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11040,https://www.wikidata.org/wiki/Q20170574,,"Metropolitan Museum of Art, New York, NY",Birds|Portraits|Women|Cats|Butterflies,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300265960|http://vocab.getty.edu/page/aat/300417320,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q146|https://www.wikidata.org/wiki/Q11946202
1975.16,TRUE,TRUE,11050,761,The American Wing,1975,Painting,Approaching Thunder Storm,American,,,,,259,Artist, ,Martin Johnson Heade,1819–1904, ,"Heade, Martin Johnson",American,1819,1904,,http://vocab.getty.edu/page/ulan/500000888,https://www.wikidata.org/wiki/Q3123472,1859,1859,1859,Oil on canvas,"28 x 44in. (71.1 x 111.8cm)
Framed: 42 1/2 × 58 3/8 × 5 in. (108 × 148.3 × 12.7 cm)","Gift of Erving Wolf Foundation and Mr. and Mrs. Erving Wolf, in memory of Diane R. Wolf, 1975",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11050,https://www.wikidata.org/wiki/Q19923771,,"Metropolitan Museum of Art, New York, NY",Landscapes|Storms|Boats,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300054734|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q81054|https://www.wikidata.org/wiki/Q35872
23.102,FALSE,TRUE,11055,,The American Wing,1923,Painting,Euphemia White Van Rensselaer,American,,,,,259,Artist, ,George P. A. Healy,1813–1894, ,"Healy, George P. A.",American,1813,1894,,http://vocab.getty.edu/page/ulan/500022150,https://www.wikidata.org/wiki/Q64633,1842,1842,1842,Oil on canvas,45 3/4 x 35 1/4 in. (115.1 x 89.2 cm),"Bequest of Cornelia Cruger, 1923",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11055,https://www.wikidata.org/wiki/Q19924635,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
62.256.3,TRUE,TRUE,11080,759,The American Wing,1962,Painting,The Falls of Niagara,American,,,,,260,Artist, ,Edward Hicks,"American, Langhorne, Pennsylvania 1780–1849 Newton, Pennsylvania", ,"Hicks, Edward",American,1780,1849,,http://vocab.getty.edu/page/ulan/500022183,https://www.wikidata.org/wiki/Q2723190,ca. 1825,1822,1825,Oil on canvas,31 1/2 x 38 in. (80 x 96.5 cm),"Gift of Edgar William and Bernice Chrysler Garbisch, 1962",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11080,https://www.wikidata.org/wiki/Q20170619,,"Metropolitan Museum of Art, New York, NY",Animals|Eagles|Snakes|Waterfalls|Trees,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300250049|http://vocab.getty.edu/page/aat/300250870|http://vocab.getty.edu/page/aat/300008736|http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q2092297|https://www.wikidata.org/wiki/Q2102|https://www.wikidata.org/wiki/Q34038|https://www.wikidata.org/wiki/Q10884
82.9.7,FALSE,FALSE,11088,761,The American Wing,1882,Painting,A Study of Trap Rock (Buttermilk Falls),American,,,,,16431,Artist, ,John Henry Hill,"American, West Nyack, New York 1839–1922", ,"Hill, John Henry",American,1839,1922,,http://vocab.getty.edu/page/ulan/500022043,https://www.wikidata.org/wiki/Q20127348,1863,1863,1863,Oil on canvas,20 x 24 in. (50.8 x 61 cm),"Gift of the artist, 1882",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11088,https://www.wikidata.org/wiki/Q19924995,,"Metropolitan Museum of Art, New York, NY",Landscapes|Waterfalls,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300008736,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q34038
82.9.1,TRUE,TRUE,11096,,The American Wing,1882,Watercolor,Plums,American,,,,,16430,Artist, ,John William Hill,"American (born England), London 1812–1879 West Nyack, New York", ,"Hill, John William","American, born England",1812,1879,,http://vocab.getty.edu/page/ulan/500002786,https://www.wikidata.org/wiki/Q6264191,1870,1870,1870,"Watercolor, graphite, and gouache on off-white Bristol board",7 1/8 x 12 in. (18.1 x 30.5 cm),"Gift of J. Henry Hill, 1882",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11096,https://www.wikidata.org/wiki/Q20179343,,"Metropolitan Museum of Art, New York, NY",Fruit|Still Life,http://vocab.getty.edu/page/aat/300011868|http://vocab.getty.edu/page/aat/300015638,https://www.wikidata.org/wiki/Q1364|https://www.wikidata.org/wiki/Q170571
10.228.8,FALSE,TRUE,11109,,The American Wing,1910,Watercolor,The Bather,American,,,,,16199,Artist, ,Winslow Homer,"American, Boston, Massachusetts 1836–1910 Prouts Neck, Maine", ,"Homer, Winslow",American,1836,1910,,http://vocab.getty.edu/page/ulan/500019202,https://www.wikidata.org/wiki/Q344838,1899,1899,1899,Watercolor and graphite on off-white wove paper,"14 7/16 x 21 1/16 in. (36.7 x 53.5 cm)
Framed: 24 1/2 x 30 1/2 in. (62.2 x 77.5 cm)","Amelia B. Lazarus Fund, 1910",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11109,https://www.wikidata.org/wiki/Q104412988,,"Metropolitan Museum of Art, New York, NY",Men|Bathing,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300343854,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q327651
52.155,FALSE,TRUE,11114,,The American Wing,1952,Watercolor,Channel Bass,American,,,,,16199,Artist, ,Winslow Homer,"American, Boston, Massachusetts 1836–1910 Prouts Neck, Maine", ,"Homer, Winslow",American,1836,1910,,http://vocab.getty.edu/page/ulan/500019202,https://www.wikidata.org/wiki/Q344838,1904,1904,1904,Watercolor and graphite on white wove paper,"11 1/4 x 19 3/8 in. (28.6 x 49.2 cm)
Framed: 24 1/2 x 30 1/2 in. (62.2 x 77.5 cm)","George A. Hearn Fund, 1952",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11114,https://www.wikidata.org/wiki/Q104412989,,"Metropolitan Museum of Art, New York, NY",Fish,http://vocab.getty.edu/page/aat/300266085,https://www.wikidata.org/wiki/Q152
22.22,TRUE,TRUE,11116,,The American Wing,1922,Painting,Dressing for the Carnival,American,,,,,16199,Artist, ,Winslow Homer,"American, Boston, Massachusetts 1836–1910 Prouts Neck, Maine", ,"Homer, Winslow",American,1836,1910,,http://vocab.getty.edu/page/ulan/500019202,https://www.wikidata.org/wiki/Q344838,1877,1877,1877,Oil on canvas,"20 x 30in. (50.8 x 76.2cm)
Framed: 31 9/16 × 41 1/2 × 5 7/8 in. (80.1 × 105.4 × 14.9 cm)","Amelia B. Lazarus Fund, 1922",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11116,https://www.wikidata.org/wiki/Q3172216,,"Metropolitan Museum of Art, New York, NY",Girls|Women|Children|Boys,http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300247598,https://www.wikidata.org/wiki/Q3031|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q7569|https://www.wikidata.org/wiki/Q3010
10.228.1,TRUE,TRUE,11120,,The American Wing,1910,Watercolor,"Fishing Boats, Key West",American,,,,,16199,Artist, ,Winslow Homer,"American, Boston, Massachusetts 1836–1910 Prouts Neck, Maine", ,"Homer, Winslow",American,1836,1910,,http://vocab.getty.edu/page/ulan/500019202,https://www.wikidata.org/wiki/Q344838,1903,1903,1903,Watercolor and graphite on off-white wove paper,"13 15/16 x 21 3/4 in. (35.4 x 55.2 cm)
Framed: 24 1/2 x 30 1/2 in. (62.2 x 77.5 cm)","Amelia B. Lazarus Fund, 1910",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11120,https://www.wikidata.org/wiki/Q29382987,,"Metropolitan Museum of Art, New York, NY",Boats,http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q35872
10.228.10,TRUE,TRUE,11121,,The American Wing,1910,Watercolor,"Flower Garden and Bungalow, Bermuda",American,,,,,16199,Artist, ,Winslow Homer,"American, Boston, Massachusetts 1836–1910 Prouts Neck, Maine", ,"Homer, Winslow",American,1836,1910,,http://vocab.getty.edu/page/ulan/500019202,https://www.wikidata.org/wiki/Q344838,1899,1899,1899,Watercolor and graphite on off-white wove paper,"13 15/16 x 20 15/16 in. (35.4 x 53.2 cm)
Framed: 24 1/2 x 30 1/2 in. (62.2 x 77.5 cm)","Amelia B. Lazarus Fund, 1910",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11121,https://www.wikidata.org/wiki/Q62022405,,"Metropolitan Museum of Art, New York, NY",Landscapes|Gardens,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300008090,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q1107656
6.1234,TRUE,TRUE,11122,767,The American Wing,1906,Painting,The Gulf Stream,American,,,,,16199,Artist, ,Winslow Homer,"American, Boston, Massachusetts 1836–1910 Prouts Neck, Maine", ,"Homer, Winslow",American,1836,1910,,http://vocab.getty.edu/page/ulan/500019202,https://www.wikidata.org/wiki/Q344838,1899; reworked by 1906,1899,1906,Oil on canvas,"28 1/8 x 49 1/8 in. (71.4 x 124.8 cm)
Framed: 42 5/16 x 62 11/16 x 5 7/8 in. (107.5 x 159.3 x 15 cm)","Catharine Lorillard Wolfe Collection, Wolfe Fund, 1906",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11122,https://www.wikidata.org/wiki/Q7738501,,"Metropolitan Museum of Art, New York, NY",Men|Fish|Seas|Waves|Boats,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300266085|http://vocab.getty.edu/page/aat/300008694|http://vocab.getty.edu/page/aat/300343616|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q152|https://www.wikidata.org/wiki/Q165|https://www.wikidata.org/wiki/Q165848|https://www.wikidata.org/wiki/Q35872
54.183,TRUE,TRUE,11125,,The American Wing,1954,Watercolor,Inside the Bar,American,,,,,16199,Artist, ,Winslow Homer,"American, Boston, Massachusetts 1836–1910 Prouts Neck, Maine", ,"Homer, Winslow",American,1836,1910,,http://vocab.getty.edu/page/ulan/500019202,https://www.wikidata.org/wiki/Q344838,1883,1883,1883,Watercolor and graphite on off-white wove paper,"16 x 29 in. (40.6 x 73.7 cm)
Framed: 28 1/2 x 41 3/8 in. (72.4 x 105.1 cm)","Gift of Louise Ryals Arkell, in memory of Bartlett Arkell, 1954",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11125,https://www.wikidata.org/wiki/Q83560187,,"Metropolitan Museum of Art, New York, NY",Women|Boats,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q35872
10.64.5,TRUE,TRUE,11130,767,The American Wing,1910,Painting,Northeaster,American,,,,,16199,Artist, ,Winslow Homer,"American, Boston, Massachusetts 1836–1910 Prouts Neck, Maine", ,"Homer, Winslow",American,1836,1910,,http://vocab.getty.edu/page/ulan/500019202,https://www.wikidata.org/wiki/Q344838,1895; reworked by 1901,1895,1901,Oil on canvas,"34 1/2 x 50 in. (87.6 x 127 cm)
Framed: 48 13/16 x 64 3/4 x 5 7/8 in. (124 x 164.5 x 15 cm)","Gift of George A. Hearn, 1910",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11130,https://www.wikidata.org/wiki/Q18619431,,"Metropolitan Museum of Art, New York, NY",Seascapes|Waves|Storms,http://vocab.getty.edu/page/aat/300117546|http://vocab.getty.edu/page/aat/300343616|http://vocab.getty.edu/page/aat/300054734,https://www.wikidata.org/wiki/Q158607|https://www.wikidata.org/wiki/Q165848|https://www.wikidata.org/wiki/Q81054
22.207,TRUE,TRUE,11133,762,The American Wing,1922,Painting,Prisoners from the Front,American,,,,,16199,Artist, ,Winslow Homer,"American, Boston, Massachusetts 1836–1910 Prouts Neck, Maine", ,"Homer, Winslow",American,1836,1910,,http://vocab.getty.edu/page/ulan/500019202,https://www.wikidata.org/wiki/Q344838,1866,1866,1866,Oil on canvas,"24 x 38in. (61 x 96.5cm)
Framed: 36 1/2 × 50 5/8 × 4 1/2 in. (92.7 × 128.6 × 11.4 cm)","Gift of Mrs. Frank B. Porter, 1922",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11133,https://www.wikidata.org/wiki/Q12141828,,"Metropolitan Museum of Art, New York, NY",American Civil War|Soldiers|Prisoners|Men,http://vocab.getty.edu/page/ia/901000030|http://vocab.getty.edu/page/aat/300185678|http://vocab.getty.edu/page/aat/300025933|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8676|https://www.wikidata.org/wiki/Q4991371|https://www.wikidata.org/wiki/Q1862087|https://www.wikidata.org/wiki/Q8441
67.187.131,TRUE,TRUE,11145,762,The American Wing,1967,Painting,The Veteran in a New Field,American,,,,,16199,Artist, ,Winslow Homer,"American, Boston, Massachusetts 1836–1910 Prouts Neck, Maine", ,"Homer, Winslow",American,1836,1910,,http://vocab.getty.edu/page/ulan/500019202,https://www.wikidata.org/wiki/Q344838,1865,1865,1865,Oil on canvas,"24 1/8 x 38 1/8in. (61.3 x 96.8cm)
Framed: 37 3/8 × 51 1/4 × 5 1/4 in. (94.9 × 130.2 × 13.3 cm)","Bequest of Miss Adelaide Milton de Groot (1876-1967), 1967",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11145,https://www.wikidata.org/wiki/Q19930492,,"Metropolitan Museum of Art, New York, NY",Men|Farmers,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025607,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q131512
1973.133,TRUE,TRUE,11157,758,The American Wing,1973,Bust,Daphne,American,,,,,262,Artist, ,Harriet Goodhue Hosmer,1830–1908, ,"Hosmer, Harriet Goodhue",American,1830,1908,Female,http://vocab.getty.edu/page/ulan/500033554,https://www.wikidata.org/wiki/Q448214,"1853, carved 1854",1853,1854,Marble,27 1/2 x 19 5/8 x 12 1/2 in. (69.9 x 49.8 x 31.8 cm),"Morris K. Jesup Fund, 1973",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11157,https://www.wikidata.org/wiki/Q30939939,,"Metropolitan Museum of Art, New York, NY",Female Nudes|Women,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q467
